name,prompt,negative_prompt
电影: 鸟人,"Birdman {prompt} . Drama, Broadway, magical realism, highly detailed","action, Hollywood, realism, undetailed"
电影: 地心引力,"Gravity {prompt} . Sci-fi, space, survival, highly detailed","romantic comedy, earth, abundance, undetailed"
电影: 生命之树,"The Tree of Life {prompt} . Drama, philosophical, nonlinear narrative, highly detailed","action, practical, linear narrative, undetailed"
电影: 社交网络,"The Social Network {prompt} . Drama, Facebook, entrepreneurship, highly detailed","action, Myspace, employment, undetailed"
电影: 月光男孩,"Moonlight {prompt} . Drama, coming-of-age, Miami, highly detailed","action, aging, Los Angeles, undetailed"
电影: 寄生虫,"Parasite {prompt} . Thriller, class disparity, South Korea, highly detailed","romantic comedy, class equality, United States, undetailed"
电影: 1917,"1917 {prompt} . War, World War I, single shot, highly detailed","romantic comedy, peace, multiple shots, undetailed"
电影: 乔乔的异想世界,"Jojo Rabbit {prompt} . Comedy, World War II, imaginary friend, highly detailed","drama, modern day, real friend, undetailed"
电影: 小丑,"Joker {prompt} . Drama, psychological, Gotham City, highly detailed","romantic comedy, psychological well-being, Metropolis, undetailed"
电影: 灯塔,"The Lighthouse {prompt} . Drama, isolation, lighthouse, highly detailed","romantic comedy, community, city, undetailed"
电影: 好莱坞往事,"Once Upon a Time in Hollywood {prompt} . Comedy-drama, 1960s Hollywood, film industry, highly detailed","action, modern Hollywood, tech industry, undetailed"
电影: 爱尔兰人,"The Irishman {prompt} . Crime, mafia, aging, highly detailed","romantic comedy, law-abiding citizens, youth, undetailed"
电影: 原钻,"Uncut Gems {prompt} . Crime, debt, gambling, highly detailed","romantic comedy, abundance, saving, undetailed"
电影: 小妇人,"Little Women {prompt} . Drama, coming-of-age, Civil War era, highly detailed","action, aging, modern day, undetailed"
电影: 利刃出鞘,"Knives Out {prompt} . Mystery, whodunit, wealthy family, highly detailed","romantic comedy, clear culprit, poor family, undetailed"
电影: 婚姻故事,"Marriage Story {prompt} . Drama, divorce, bi-coastal, highly detailed","romantic comedy, marriage, same city, undetailed"
电影: 仲夏夜惊魂,"Midsommar {prompt} . Horror, cult, Sweden, highly detailed","romantic comedy, mainstream religion, United States, undetailed"
电影: 高材生,"Booksmart {prompt} . Comedy, high school, overachievers, highly detailed","drama, college, underachievers, undetailed"
电影: 极速车王,"Ford v Ferrari {prompt} . Drama, racing, 1960s, highly detailed","romantic comedy, walking, modern day, undetailed"
电影: 火箭人,"Rocketman {prompt} . Musical, biographical, Elton John, highly detailed","action, fictional, ordinary person, undetailed"
电影: 星际探索,"Ad Astra {prompt} . Sci-fi, space travel, father-son relationship, highly detailed","romantic comedy, earth travel, romantic relationship, undetailed"
电影: 浪潮,"Waves {prompt} . Drama, family tragedy, forgiveness, highly detailed","romantic comedy, family comedy, grudge, undetailed"
电影: 别告诉她,"The Farewell {prompt} . Drama, family, terminal illness, highly detailed","romantic comedy, friends, good health, undetailed"
电影: 舞女大盗,"Hustlers {prompt} . Drama, strippers, financial crime, highly detailed","romantic comedy, office workers, financial responsibility, undetailed"
电影: 燃烧女子的肖像,"Portrait of a Lady on Fire {prompt} . Romance, art, 18th century France, highly detailed","action, science, modern day United States, undetailed"
电影: 痛苦与荣耀,"Painand Glory {prompt} . Drama, filmmaking, memory, highly detailed","romantic comedy, accounting, forgetfulness, undetailed"
电影: 教宗的承继,"The Two Popes {prompt} . Drama, Vatican, philosophical discussions, highly detailed","action, a small town, physical challenges, undetailed"
电影: 邻里美好的一天,"A Beautiful Day in the Neighborhood {prompt} . Drama, Fred Rogers, kindness, highly detailed","action, a villainous character, ruthlessness, undetailed"
电影: 花生酱猎鹰,"The Peanut Butter Falcon {prompt} . Adventure, friendship, wrestling, highly detailed","romantic comedy, rivalry, chess, undetailed"
电影: 金翅雀,"The Goldfinch {prompt} . Drama, art, trauma, highly detailed","action, science, joy, undetailed"
电影: High Life,"High Life {prompt} . Sci-fi, space travel, isolation, highly detailed","romantic comedy, road trip, companionship, undetailed"
电影: 夜莺,"The Nightingale {prompt} . Drama, revenge, colonial Tasmania, highly detailed","romantic comedy, forgiveness, modern California, undetailed"
电影: 昨日,"Yesterday {prompt} . Comedy, music, The Beatles, highly detailed","drama, silence, unknown band, undetailed"
电影: 睡眠医师,"Doctor Sleep {prompt} . Horror, supernatural, The Shining sequel, highly detailed","romantic comedy, natural, standalone story, undetailed"
电影: John Wick 3,"John Wick 3 {prompt} . Action, assassin, relentless pursuit, highly detailed","romantic comedy, pacifist, peaceful life, undetailed"
电影: Us,"Us {prompt} . Horror, doppelgängers, underground, highly detailed","romantic comedy, identical twins, above ground, undetailed"
电影: The Irishman,"The Irishman {prompt} . Crime, mobster, union, highly detailed","romantic comedy, law-abiding citizen, small business, undetailed"
电影: 宝贝男孩,"Honey Boy {prompt} . Drama, father-son relationship, Hollywood, highly detailed","romantic comedy, mother-daughter relationship, a small town, undetailed"
电影: Joker,"Joker {prompt} . Drama, mental health, Gotham City, highly detailed","romantic comedy, mental well-being, Metropolis, undetailed"
Style: Uncut Gems,"Uncut Gems {prompt} . Crime, gambling, New York City's Diamond District, highly detailed","romantic comedy, savings, rural town, undetailed"
Style: Ford v Ferrari,"Ford v Ferrari {prompt} . Drama, racing, corporate politics, highly detailed","romantic comedy, walking, friendship, undetailed"
Style: Cats,"Cats {prompt} . Musical, anthropomorphic cats, surreal, highly detailed","action, ordinary humans, realism, undetailed"
Style: Jojo Rabbit,"Jojo Rabbit {prompt} . Comedy-drama, World War II, Hitler Youth, highly detailed","romantic comedy, modern day, ordinary youth, undetailed"
Style: Parasite,"Parasite {prompt} . Drama, social class, deception, highly detailed","romantic comedy, equality, honesty, undetailed"
Style: The Lion King,"The Lion King {prompt} . Animated, animal kingdom, Shakespearean, highly detailed","live-action, human kingdom, modern, undetailed"
Style: Aladdin,"Aladdin {prompt} . Animated, Middle Eastern, magic, highly detailed","live-action, Western, science, undetailed"
Style: Toy Story 4,"Toy Story 4 {prompt} . Animated, toys, adventure, highly detailed","live-action, non-living objects, ordinary life, undetailed"
Style: Avengers: Endgame,"Avengers: Endgame {prompt} . Superhero, epic, time travel, highly detailed","romantic comedy, small-scale, present day, undetailed"
Style: Star Wars: The Rise of Skywalker,"Star Wars: The Rise of Skywalker {prompt} . Sci-fi, space opera, Jedi, highly detailed","romantic comedy, earthbound, everyday person, undetailed"
Style: Downton Abbey,"Downton Abbey {prompt} . Drama, British aristocracy, period piece, highly detailed","romantic comedy, modern middle class, present day, undetailed"
Style: Frozen 2,"Frozen 2 {prompt} . Animated, fairytale, sisterhood, highly detailed","live-action, realism, rivalry, undetailed"
Style: Little Women,"Little Women {prompt} . Drama, sisters, Civil War era, highly detailed","action, brothers, modern day, undetailed"
>>>>>>  GPT动漫,,
Style: 2D传统动画,"traditional 2D animation {prompt} . hand-drawn, frames, expressive, vibrant colors, highly detailed","3D, CG, stop-motion, photo-realistic, black and white"
Style: CGI三维动画,"CGI animation {prompt} . 3D, photorealistic, high-quality textures and lighting, highly detailed","2D, stop-motion, anime, manga, black and white"
Style: 定格动画,"stop-motion animation {prompt} . physical models, frame-by-frame, quirky, distinctive, highly detailed","2D, 3D, CG, anime, manga, black and white"
Style: 黏土动画,"claymation {prompt} . clay models, stop-motion, handcrafted, tactile, highly detailed","2D, 3D, CG, anime, manga, black and white"
Style: 矢量动画,"vector animation {prompt} . digital, clean lines, geometric shapes, bold colors, highly detailed","stop-motion, claymation, 3D, CG, black and white"
Style: flash动画,"flash animation {prompt} . digital, vector graphics, tweening, simple shapes, highly detailed","stop-motion, claymation, 3D, CG, black and white"
Style: 旋转镜动画,"rotoscope animation {prompt} . traced over live-action, realistic movement, highly detailed","stop-motion, claymation, 3D, CG, black and white"
Style: 拼贴动画,"cut-out animation {prompt} . paper or fabric cut-outs, stop-motion, handcrafted, highly detailed","2D, 3D, CG, anime, manga, black and white"
Style: 沙画,"sand animation {prompt} . sand manipulated on light box, fluid movement, highly detailed","2D, 3D, CG, anime, manga, black and white"
Style: 像素艺术动画,"pixel art animation {prompt} . low-res, blocky, digital, 8-bit, highly detailed","stop-motion, claymation, 3D, CG, black and white"
Style: 动画风格动画,"anime style animation {prompt} . Japanese style, hand-drawn or digital, vibrant, unique character designs, highly detailed","western cartoons, 3D, CG, black and white"
Style: 日本黑白漫画,"manga style {prompt} . Japanese comics, black and white, unique character designs, detailed backgrounds, highly detailed","western comics, 3D, CG, vibrant colors"
Style: Q版动漫,"chibi style {prompt} . Japanese, super-deformed, cute, exaggerated features, vibrant colors, highly detailed","realistic, 3D, CG, western comics, black and white"
Style: 超扁平色彩,"superflat {prompt} . Japanese, postmodern art, flat planes of color, manga and anime influences, highly detailed","3D, CG, western art styles, black and white"
Style: 西部漫画艺术,"western comics art {prompt} . bold lines, dynamic poses, vibrant colors, dramatic lighting, highly detailed","anime, manga, 3D, CG, black and white"
Style: 欧美图像小说,"graphic novel art {prompt} . detailed, expressive, ranges from black and white to full color, often more realistic than traditional comics, highly detailed","anime, manga, 3D, CG, western comics"
Style: 现代平面卡通,"cartoon modern {prompt} . mid-century modern aesthetic, stylized, geometric shapes, flat colors, highly detailed","realistic, 3D, CG, anime, manga, black and white"
Style: 抽象卡通,"abstract animation {prompt} . nonrepresentational, uses movement and color to create mood or emotion, highly detailed","realistic, 3D, CG, anime, manga, black and white"
Style: 剪纸动画,"silhouette animation {prompt} . black figures against light background, dramatic, based on shadow puppetry, highly detailed","colorful, 3D, CG, anime, manga, black and white"
Style: 乐一通动画,"Looney Tunes {prompt} . Cartoon, slapstick humor, dynamic and exaggerated character designs, colorful, vibrant, whimsical","3D, realism, manga, black and white, subdued, serious"
Style: 迪士尼经典动画,"Disney Classic {prompt} . Animation, fairy tales, musical numbers, expressive characters, bright colors, detailed, professional","manga, anime, black and white, sketchy, rough"
Style: 吉卜力工作室,"Studio Ghibli {prompt} . Anime, magical realism, environmental themes, unique characters, breathtaking landscapes, highly detailed","cartoon, slapstick, black and white, photo-realistic, barren"
Style: 皮克斯,"Pixar {prompt} . 3D animation, heartwarming stories, photorealistic environments, appealing character designs, emotional depth, detailed, professional","2D, anime, manga, black and white, sketchy"
Style: 日本少年漫画,"Shōnen {prompt} . Manga, action-packed, youthful characters, dynamic battles, inspiring themes, highly detailed","Disney, Pixar, black and white, realism, romantic comedy"
Style: 日本机甲动画,"Mecha {prompt} . Anime, robots, futuristic technologies, dynamic battles, detailed mechanical designs, highly detailed","Disney, Pixar, cartoon, Looney Tunes, realism, fairy tales"
Style: 日本少女漫画,"Shojo {prompt} . Manga, romantic themes, delicate art style, emotional narratives, highly detailed","action, mecha, 3D, Pixar, black and white, barren"
Style: 3D尼克乐恩卡通,"Nickelodeon {prompt} . Cartoon, humor, dynamic characters, wacky and colorful designs, highly detailed","anime, manga, black and white, sketchy, serious"
Style: 3D卡通电视网,"Cartoon Network {prompt} . Cartoon, humor, dynamic characters, unique and abstract designs, highly detailed","anime, manga, black and white, sketchy, serious"
Style: 欧美成人动画_黑白,"Adult Swim {prompt} . Animation, adult humor, surreal themes, unique and abstract designs, highly detailed","children's cartoons, Disney, fairy tales, bright colors, traditional"
Style: 探险活宝_欧美简笔,"Adventure Time {prompt} . Cartoon, fantasy themes, quirky characters, vibrant colors, highly detailed","anime, manga, black and white, sketchy, serious"
Style: 瑞克和莫蒂,"Rick and Morty {prompt} . Cartoon, science fiction, adult humor, unique and abstract designs, highly detailed","children's cartoons, Disney, fairy tales, bright colors, traditional"
Style: 南方公园,"South Park {prompt} . Animation, satire, crude humor, simplistic designs, highly detailed","anime, manga, Disney, Pixar, detailed, professional"
Style: 辛普森一家,"The Simpsons {prompt} . Animation, satire, family themes, recognizable yellow characters, highly detailed","anime, manga, Disney, Pixar, black and white"
Style: 恶搞之家,"Family Guy {prompt} . Animation, adult humor, satirical themes, cartoonish designs, highly detailed","anime, manga, Disney, Pixar, black and white"
Style: 开心汉堡店,"Bob's Burgers {prompt} . Animation, family themes, humor, quirky characters, highly detailed","anime, manga, Disney, Pixar, black and white"
Style: 怪诞小镇,"Gravity Falls {prompt} . Cartoon, mystery, fantasy themes, unique character designs, highly detailed","anime, manga, Disney, Pixar, black and white"
Style: 宇宙���子,"Steven Universe {prompt} . Cartoon, LGBTQ+ themes, fantasy, vibrant colors, unique character designs, highly detailed","anime, manga, Disney, Pixar, black and white"
Style: 海贼王,"One Piece {prompt} . Manga, adventure, pirates, dynamic battles, unique character designs, highly detailed","cartoon, realism, Disney, Pixar, black and white"
Style: 进击的巨人,"Attack on Titan {prompt} . Anime, dystopian, giants, dynamic battles, highly detailed","cartoon, realism, Disney, Pixar, black and white"
Style: 我的英雄学院,"My Hero Academia {prompt} . Anime, superhero, high school, dynamic battles, unique character designs, highly detailed","cartoon, realism, Disney, Pixar, black and white"
Style: 火影忍者,"Naruto {prompt} . Anime, ninjas, coming-of-age, dynamic battles, unique character designs, highly detailed","cartoon, realism, Disney, Pixar, black and white"
Style: 龙珠Z,"Dragon Ball Z {prompt} . Anime, martial arts, aliens, dynamic battles, unique character designs, highly detailed","cartoon, realism, Disney, Pixar, black and white"
Style: 美少女战士,"Sailor Moon {prompt} . Anime, magical girls, romance, unique character designs, highly detailed","cartoon, realism, Disney, Pixar, black and white"
Style: 星际牛仔,"Cowboy Bebop {prompt} . Anime, space western, bounty hunters, noir themes, highly detailed","cartoon, realism, Disney, Pixar, black and white"
>>>>>> GPT 著名艺术家,,
Style: 梵高,"Van Gogh style {prompt} . Expressive, impasto, swirling brushwork, vibrant, ""realistic",photorealistic
Style: 沃霍尔,"Warhol style {prompt} . Pop art, bold colors, mass production, repetitive, ""subdued colors",traditional
Style: 毕加索,"Picasso style {prompt} . Cubist, geometric, abstract, innovative, ""realistic",detailed
Style: 达芬奇,"Da Vinci style {prompt} . Realistic, sfumato, detailed, chiaroscuro, ""abstract",vibrant colors
Style: 莫奈,"Monet style {prompt} . Impressionist, light-filled, loose brushwork, en plein air, ""defined",detailed
Style: 达利,"Dali style {prompt} . Surrealist, dreamlike, bizarre, symbolic, ""realistic",ordinary
Style: 杰克逊_波洛克,"Pollock style {prompt} . Abstract expressionist, gestural, dripping, layered, ""sharp",precise
Style: 罗斯科,"Rothko style {prompt} . Color field, abstract, simple, large-scale, ""detailed",small
Style: 马蒂斯,"Matisse style {prompt} . Fauvist, bold colors, loose, decorative, ""realistic",subdued colors
Style: 班克西,"Banksy style {prompt} . Street art, satirical, stenciled, urban, ""classic",traditional
Style: 米开朗基罗,"Michelinagelo style {prompt} . High Renaissance, sculptural, detailed, humanistic, ""abstract",loose
Style: 草间弥生,"Kusama style {prompt} . Pop Art, abstract, polka dots, immersive, ""plain",monotone
Style: 葛饰北斋,"Hokusai style {prompt} . Ukiyo-e, woodblock print, detailed, narrative, ""abstract",free-form
Style: 乔治亚_欧姬芙,"O'Keeffe style {prompt} . Modernist, floral, bold, abstract, ""small scale",detailed
Style: 保罗_塞尚,"Cézanne style {prompt} . Post-impressionist, geometric, detailed, brushstrokes, ""smooth",flat
Style: 爱德华_霍珀,"Hopper style {prompt} . Realistic, light and shadow, loneliness, American urban, ""busy",crowded
Style: 克里姆特,"Klimt style {prompt} . Symbolist, decorative, ornamental, sensual, ""simple",bare
Style: Chagall,"Chagall style {prompt} . Surrealist, dreamy, vibrant, narrative, ""realistic",dull
Style: Lichtenstein,"Lichtenstein style {prompt} . Pop art, comic strip, bold, ironic, ""realistic",traditional
Style: Basquiat,"Basquiat style {prompt} . Neo-expressionist, primitive, graffiti, social commentary, ""polished",elegant
Style: Frida Kahlo,"Frida Kahlo style {prompt} . Surrealist, autobiographical, vibrant, symbolic, ""Realist",historical
Style: Georgia O'Keeffe,"Georgia O'Keeffe style {prompt} . Modernist, flowers, close-up, sensual, ""Cubist",objects
Style: Jackson Pollock,"Jackson Pollock style {prompt} . Abstract Expressionist, drip, large-scale, spontaneous, ""Cubist",precise
Style: Rembrandt,"Rembrandt style {prompt} . Baroque, chiaroscuro, realistic, emotional, ""flat lighting",abstract
Style: Renoir,"Renoir style {prompt} . Impressionist, vibrant, lively, warm, ""dull",calm
Style: Magritte,"Magritte style {prompt} . Surrealist, thought-provoking, mysterious, realistic, ""abstract",obvious
Style: Manet,"Manet style {prompt} . Realistic, impressionistic, bold, contemporary, ""abstract",traditional
Style: Vermeer,"Vermeer style {prompt} . Baroque, detailed, light, tranquil, ""abstract",rough
Style: Caravaggio,"Caravaggio style {prompt} . Baroque, tenebrism, dramatic, religious, ""Renaissance",bright
Style: Rodin,"Rodin style {prompt} . Realistic, expressive, textured, bronze, ""smooth",emotionless
Style: Botticelli,"Botticelli style {prompt} . Early Renaissance, allegorical, graceful, detailed, ""abstract",harsh
Style: Edward Hopper,"Edward Hopper style {prompt} . Realistic, isolation, strong light, urban, ""impressionistic",crowded
Style: Keith Haring,"Keith Haring style {prompt} . Pop art, street art, bold lines, active figures, ""Impressionism",studio art
Style: Damien Hirst,"Damien Hirst style {prompt} . Contemporary, controversial, installation, medical, ""Classical",traditional
Style: Yayoi Kusama,"Yayoi Kusama style {prompt} . Contemporary, polka dots, infinity rooms, red, ""Classical",plain
Style: Francis Bacon,"Francis Bacon style {prompt} . Expressionist, distorted, triptych, anguish, ""Classical",proportional
Style: Ai Weiwei,"Ai Weiwei style {prompt} . Contemporary, political, installation, ceramics, ""Renaissance",neutral
Style: Cindy Sherman,"Cindy Sherman style {prompt} . Contemporary, self-portrait, photography, identity, ""Traditional",landscape
Style: Frank Stella,"Frank Stella style {prompt} . Minimalist, geometric, large scale, non-representational, ""maximalist",organic
Style: Lucian Freud,"Lucian Freud style {prompt} . Realistic, impasto, psychological, intimate, ""abstract",smooth
Style: Marc Chagall,"Marc Chagall style {prompt} . Surrealist, dreamlike, colorful, narrative, ""Realist",day-to-day
Style: Roy Lichtenstein,"Roy Lichtenstein style {prompt} . Pop art, comic strip, benday dots, primary colors, ""Abstract expressionism",serious subject
Style: Thomas Kinkade,"Thomas Kinkade style {prompt} . Romantic, idealized, warm light, detailed, ""abstract",harsh
Style: Joan Miró,"Joan Miró style {prompt} . Surrealist, abstract, biomorphic forms, primary colors, ""realistic",figurative
Style: Gerhard Richter,"Gerhard Richter style {prompt} . Abstract, squeegee, photo-based, blurred, ""Realistic",brushwork
Style: Wassily Kandinsky,"Wassily Kandinsky style {prompt} . Abstract, musical, geometric, vibrant, ""realistic",silent
Style: Norman Rockwell,"Norman Rockwell style {prompt} . Realistic, narrative, Americana, detailed, ""abstract",non-narrative
Style: Bridget Riley,"Bridget Riley style {prompt} . Op Art, geometric, black and white, optical, ""Impressionist",organic
Style: Piet Mondrian,"Piet Mondrian style {prompt} . De Stijl, geometric, primary colors, balanced, ""Surrealist",organic
Style: Salvador Dalí,"Salvador Dalí style {prompt} . Surrealist, dreamlike, precise, melting, ""Realist",day-to-day
Style: Mary Cassatt,"Mary Cassatt style {prompt} . Impressionist, domestic, pastel, feminine, ""Realist",urban
Style: Diego Rivera,"Diego Rivera style {prompt} . Muralist, social realist, Mexican culture, narrative, ""miniature",abstract
Style: Jean-Michel Basquiat,"Jean-Michel Basquiat style {prompt} . Neo-expressionist, graffiti, crown, vibrant, ""Photorealism",calligraphy
Style: Henry Moore,"Henry Moore style {prompt} . Modernist, sculpture, organic, monumental, ""Classical",painting
Style: Grant Wood,"Grant Wood style {prompt} . Regionalist, rural, detailed, Americana, ""urban",abstract
Style: Andy Goldsworthy,"Andy Goldsworthy style {prompt} . Environmental, temporary, nature, outdoors, ""Industrial",permanent
Style: Louise Bourgeois,"Louise Bourgeois style {prompt} . Contemporary, sculpture, feminist, fabric, ""Classical",painting
Style: Ansel Adams,"Ansel Adams style {prompt} . Black and white, nature, high contrast, detailed, ""color",urban
Style: Yoko Ono,"Yoko Ono style {prompt} . Conceptual, performance, instruction, peace, ""Realist",still life
Style: Gustav Klimt,"Gustav Klimt style {prompt} . Symbolist, decorative, golden, intricate, ""realistic",functional
Style: Jeff Koons,"Jeff Koons style {prompt} . Contemporary, kitsch, glossy, large-scale, ""traditional",serious
Style: John Singer Sargent,"John Singer Sargent style {prompt} . Realistic, elegant, portrait, expressive, ""abstract",casual
Style: Marcel Duchamp,"Marcel Duchamp style {prompt} . Dada, readymade, conceptual, controversial, ""traditional",handmade
Style: Claude Monet,"Claude Monet style {prompt} . Impressionist, outdoor, light, loose brushwork, ""neoclassical",indoor
Style: Anish Kapoor,"Anish Kapoor style {prompt} . Abstract, large-scale, reflective, curved, ""figurative",small-scale
Style: Hieronymus Bosch,"Hieronymus Bosch style {prompt} . Surrealist, detailed, religious, narrative, ""realistic",abstract
Style: Paul Gauguin,"Paul Gauguin style {prompt} . Post-Impressionist, exotic, bold colors, flat, ""Impressionist",familiar
Style: Katsushika Hokusai,"Katsushika Hokusai style {prompt} . Ukiyo-e, nature, woodblock print, detailed, ""western style",urban
Style: Pierre-Auguste Renoir,"Pierre-Auguste Renoir style {prompt} . Impressionist, joyful, light, loose brushwork, ""neoclassical",somber
Style: Antony Gormley,"Antony Gormley style {prompt} . Sculpture, human form, rusted, site-specific, ""painting",abstract
Style: Kazimir Malevich,"Kazimir Malevich style {prompt} . Suprematism, abstract, geometric, minimal, ""Realism",figurative
Style: Jean-Antoine Watteau,"Jean-Antoine Watteau style {prompt} . Rococo, outdoor, elegant, lively, ""Baroque",indoor
Style: Constantin Brâncuși,"Constantin Brâncuși style {prompt} . Modernist, abstract, bronze, streamlined, ""traditional",figurative
Style: Egon Schiele,"Egon Schiele style {prompt} . Expressionist, figure, distorted, emotional, ""Impressionist",landscape
Style: Nam June Paik,"Nam June Paik style {prompt} . Video art, television, interactive, futuristic, ""Traditional art",canvas
Style: James Whistler,"James Whistler style {prompt} . Tonalism, atmospheric, subdued, abstract, ""Fauvism",vibrant
Style: Lucio Fontana,"Lucio Fontana style {prompt} . Spatialism, monochrome, slashed, minimal, ""Futurism",colorful
Style: Artemisia Gentileschi,"Artemisia Gentileschi style {prompt} . Baroque, dramatic, biblical, female-centric, ""Rococo",calm
Style: Jean Dubuffet,"Jean Dubuffet style {prompt} . Art Brut, textured, primal, abstract, ""Academic art",smooth
Style: Sandro Botticelli,"Sandro Botticelli style {prompt} . Early Renaissance, mythological, linear, vibrant, ""Baroque",historical
Style: Carl Andre,"Carl Andre style {prompt} . Minimalist, geometric, industrial, ground-level, ""Baroque",organic
Style: David Hockney,"David Hockney style {prompt} . Pop Art, vibrant colors, collage, landscapes, ""Abstract Expressionism",muted colors
Style: Jenny Holzer,"Jenny Holzer style {prompt} . Conceptual, text, LED, public spaces, ""Realism",image
Style: Dante Gabriel Rossetti,"Dante Gabriel Rossetti style {prompt} . Pre-Raphaelite, medieval, literary, romantic, ""Futurist",modern
Style: Zaha Hadid,"Zaha Hadid style {prompt} . Modernist, organic, futuristic, curved, ""Classical",geometric
Style: Takashi Murakami,"Takashi Murakami style {prompt} . Superflat, pop culture, colorful, cartoonish, ""Cubist",high culture
Style: Edward Weston,"Edward Weston style {prompt} . Photography, black and white, still life, detailed, ""Painting",color
Style: Edvard Munch,"Edvard Munch style {prompt} . Expressionist, psychological, bold colors, distorted, ""Impressionist",physical
Style: Georges Braque,"Georges Braque style {prompt} . Cubist, abstract, collage, muted colors, ""Romantic",realistic
Style: Sol LeWitt,"Sol LeWitt style {prompt} . Conceptual, geometric, minimal, instructional, ""Expressionist",organic
Style: Giuseppe Arcimboldo,"Giuseppe Arcimboldo style {prompt} . Mannerist, portrait, food, symbolic, ""Cubist",landscape
Style: Yves Klein,"Yves Klein style {prompt} . Nouveau réalisme, monochrome, blue, performance, ""Pop Art",colorful
Style: Mark Rothko,"Mark Rothko style {prompt} . Abstract Expressionist, color field, large-scale, emotional, ""Pop Art",pattern
Style: Joseph Beuys,"Joseph Beuys style {prompt} . Fluxus, performance, social sculpture, felt, ""Minimalism",painting
Style: Berthe Morisot,"Berthe Morisot style {prompt} . Impressionist, feminine, domestic, light, ""Surrealist",masculine
Style: Agnes Martin,"Agnes Martin style {prompt} . Minimalist, geometric, grid, subtle, ""Baroque",organic
Style: Henri Cartier-Bresson,"Henri Cartier-Bresson style {prompt} . Photography, decisive moment, black and white, candid, ""Painting",posed
Style: Marina Abramović,"Marina Abramović style {prompt} . Performance, endurance, audience participation, minimal, ""Sculpture",instant
Style: Man Ray,"Man Ray style {prompt} . Dada, photography, rayograph, experimental, ""Realism",painting
Style: Käthe Kollwitz,"Käthe Kollwitz style {prompt} . Expressionist, social realism, black and white, human suffering, ""Impressionist",aestheticism
Style: Robert Rauschenberg,"Robert Rauschenberg style {prompt} . Neo-Dada, combine, mixed-media, assemblage, ""Minimalism",singular material
Style: Lyonel Feininger,"Lyonel Feininger style {prompt} . Expressionist, Cubist, architecture, transparent, ""Impressionist",organic
Style: Tracey Emin,"Tracey Emin style {prompt} . YBA, confessional, neon, textile, ""Old Masters",universal
Style: René Magritte,"René Magritte style {prompt} . Surrealist, object, juxtaposition, mystery, ""Realist",figure
Style: Rachel Whiteread,"Rachel Whiteread style {prompt} . Contemporary, sculpture, negative space, cast, ""Traditional",drawing
Style: Tomma Abts,"Tomma Abts style {prompt} . Abstract, geometric, small-scale, acrylic and oil, ""Figurative",organic
Style: Max Ernst,"Max Ernst style {prompt} . Surrealist, collage, frottage, dreamlike, ""Realist",oil painting
Style: Richard Serra,"Richard Serra style {prompt} . Minimalist, sculpture, corten steel, site-specific, ""Baroque",painting
Style: Ernst Ludwig Kirchner,"Ernst Ludwig Kirchner style {prompt} . Expressionist, urban, woodcut, vibrant, ""Impressionist",rural
Style: Eva Hesse,"Eva Hesse style {prompt} . Postminimalist, sculpture, organic, fiberglass, ""Minimalist",painting
Style: Paul Cézanne,"Paul Cézanne style {prompt} . Post-Impressionist, still life, geometric, brushwork, ""Impressionist",action
Style: Chuck Close,"Chuck Close style {prompt} . Photorealism, portrait, large-scale, gridded, ""Impressionism",landscape
Style: Thomas Gainsborough,"Thomas Gainsborough style {prompt} . Rococo, landscape, elegant, oil, ""Baroque",portrait
Style: Alexander Calder,"Alexander Calder style {prompt} . Kinetic, mobile, primary colors, balanced, ""Static",statue
Style: Anselm Kiefer,"Anselm Kiefer style {prompt} . Neo-expressionist, monumental, textured, historical, ""Minimalist",small-scale
Style: Amedeo Modigliani,"Amedeo Modigliani style {prompt} . Modernist, portrait, elongated, nude, ""Cubist",landscape
Style: Gilbert & George,"Gilbert & George style {prompt} . Contemporary, photographic, duo, confrontational, ""Traditional",painted
Style: El Greco,"El Greco style {prompt} . Mannerist, religious, elongated, dramatic, ""Renaissance",secular
Style: Rembrandt van Rijn,"Rembrandt van Rijn style {prompt} . Baroque, self-portrait, chiaroscuro, etching, ""Rococo",group portrait
Style: Louise Nevelson,"Louise Nevelson style {prompt} . Abstract expressionist, sculpture, monochrome, found objects, ""Realist",painting
Style: James Turrell,"James Turrell style {prompt} . Land art, light, immersive, perceptual, ""Street art",dark
Style: Édouard Manet,"Édouard Manet style {prompt} . Realist, modern life, loose brushwork, controversial, ""Romantic",history
Style: Dan Flavin,"Dan Flavin style {prompt} . Minimalist, light, fluorescent, site-specific, ""Baroque",dark
Style: Sarah Lucas,"Sarah Lucas style {prompt} . YBA, feminist, readymade, provocative, ""Old Masters",masculine
Style: Johannes Vermeer,"Johannes Vermeer style {prompt} . Baroque, domestic, light, detailed, ""Cubist",public
Style: Tadao Ando,"Tadao Ando style {prompt} . Minimalist, concrete, light, water, ""Baroque",brick
Style: Joseph Cornell,"Joseph Cornell style {prompt} . Surrealist, box, found objects, nostalgic, ""Minimalist",open space
Style: Gustave Courbet,"Gustave Courbet style {prompt} . Realist, rural life, coarse brushwork, controversial, ""Neoclassical",noble life
Style: Richard Long,"Richard Long style {prompt} . Land art, circle, natural materials, ephemeral, ""Street art",square
